ree2_mean,ree2_theory,ree2_low,ree2_high,test_result
63.22958174334703,50,47.45617281901059,79.00299066768348,True
3272.4416150705406,50,3256.0343234415154,3288.8489066995658,True
11474.96233513505,50,11452.34096603813,11497.583704231969,True
24646.473636330622,50,24603.271583662055,24689.67568899919,True
42851.61297448278,50,42795.11105831461,42908.11489065095,True
